,title,author,main_genre,sub_genre,type,price,rating,num_of_people_rated,autor_api,year_public,isbn,price_euro
981,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,Children's Books,"Fantasy, Science Fiction & Horror",Paperback,₹381.45,4.8,74639.0,J. K. Rowling,1999.0,9780807282328,4.27224
983,The Inheritance Games,Jennifer Lynn Barnes,Children's Books,"Fantasy, Science Fiction & Horror",Paperback,₹301.00,4.5,24867.0,Joe Platt,2006.0,9781425908829,3.3712
985,"Harry Potter and the Philosopher's Stone, Book 1",J.K. Rowling,Children's Books,"Fantasy, Science Fiction & Horror",Audible Audiobook,₹999.00,4.7,107802.0,J. K. Rowling,2016.0,9123513683,11.1888
986,HARRY POTTER AND THE ORDER OF THE PHOENIX - 5,J.K. Rowling,Children's Books,"Fantasy, Science Fiction & Horror",Paperback,₹611.00,4.7,66771.0,J. K. Rowling,2017.0,9788983925459,6.8431999999999995
987,How the Mango Got its Magic,Sudha Murty,Children's Books,"Fantasy, Science Fiction & Horror",Hardcover,₹129.00,4.6,428.0,Sudha Murty,2022.0,0143447076,1.4448
989,Harry Potter and the Goblet of Fire,J.K. Rowling,Children's Books,"Fantasy, Science Fiction & Horror",Paperback,₹542.00,4.8,67626.0,J. K. Rowling,1993.0,0613496744,6.0704
990,How The Bamboo Got Its Bounty,Sudha Murty,Children's Books,"Fantasy, Science Fiction & Horror",Hardcover,₹137.00,4.6,14.0,Sudha Murty,2024.0,0143458191,1.5344
993,Diary of a Wimpy Kid: The Box of Books (,Jeff Kinney,Children's Books,"Fantasy, Science Fiction & Horror",Paperback,"₹1,099.00",4.6,65.0,Jeff Kinney,2014.0,9781419715389,12.3088
999,Harry Potter and the Half-Blood Prince,J.K. Rowling,Children's Books,"Fantasy, Science Fiction & Horror",Paperback,₹510.00,4.8,71049.0,J. K. Rowling,2016.0,1408869160,5.712
1017,Where Is Baby'S Belly Button?,Karen Katz,Children's Books,"Games, Toys & Activities",Board book,₹259.00,4.5,13382.0,Karen Katz,2009.0,1416987339,2.9008
1029,My First Experiences Sticker Book: My first sticker books,Wonder House Books,Children's Books,"Games, Toys & Activities",Paperback,₹155.00,4.4,1278.0,Wonder House Books,2019.0,9789388369817,1.736
1050,101 Brain Booster,Wonder House Books,Children's Books,Geography & Cultures,Paperback,₹159.00,4.4,5985.0,Terry Eckmann,2013.0,1606792733,1.7808
1057,THE KOALA WHO COULD,Rachel Bright,Children's Books,Geography & Cultures,Paperback,₹289.00,4.7,6586.0,Rachel Bright,2021.0,9783734820281,3.2368
1064,The Magic of the Lost Story,Sudha Murty,Children's Books,Geography & Cultures,Paperback,₹197.59,4.7,650.0,Sudha Murty,2023.0,9780143458180,2.213008
1066,Be Kind,Pat Zietlow Miller,Children's Books,Geography & Cultures,Paperback,₹326.00,4.7,3842.0,Pat Zietlow Miller,2018.0,9781529041903,3.6512
1077,The Smartest Giant in Town,Julia Donaldson,Children's Books,Geography & Cultures,Paperback,₹287.00,4.8,6036.0,Julia Donaldson,2001.0,1447284623,3.2144
1078,NANCY DREW THE SECRET OF THE OLD,Carolyn G. Keene,Children's Books,Geography & Cultures,Paperback,₹275.00,4.5,4829.0,Carolyn Keene,1987.0,067163822X,3.08
1080,Tintin In The Land Of The Soviets,Herge,Children's Books,Geography & Cultures,Paperback,₹559.00,4.5,831.0,Hergé,1989.0,0785909788,6.2608
1084,My First Adventures Sticker Book: My first sticker books,Wonder House Books,Children's Books,Geography & Cultures,Paperback,₹155.00,4.4,850.0,Wonder House Books,2019.0,9789388369824,1.736
1090,Little Blue Truck,Alice Schertle,Children's Books,Geography & Cultures,Board book,₹667.00,4.9,19039.0,Alice Schertle,2008.0,0152056610,7.4704
1097,Skeleton Key : Alex Rider,ANTHONY HOROWITZ,Children's Books,Geography & Cultures,Paperback,₹279.00,4.7,3402.0,Books Wagon,2017.0,9781406364903,3.1248
1098,Good Night India,Nitya Khemka,Children's Books,Geography & Cultures,Board book,₹230.00,4.5,581.0,Nitya Khemka,2017.0,1602194777,2.576
1103,The Book Thief,Markus Zusak,Children's Books,Growing Up & Facts of Life,Paperback,₹275.00,4.6,30372.0,Markus Zusak,2016.0,9787544238212,3.08
1106,Girl Who Drank The Moon,Kelly Barnhill,Children's Books,Growing Up & Facts of Life,Paperback,₹241.00,4.5,25969.0,Kelly Regan Barnhill,2016.0,373735538X,2.6992
1107,"Diary of a Wimpy Kid: Diper Överlöde (Book 17) (Diary of a Wimpy Kid, 17)",Jeff Kinney,Children's Books,Growing Up & Facts of Life,Paperback,₹227.00,4.5,11212.0,Jeff Kinney,2023.0,9781419767746,2.5423999999999998
1108,Diary of a Wimpy Kid: Rodrick Rules (Book 2),Jeff Kinney,Children's Books,Growing Up & Facts of Life,Paperback,₹227.00,4.6,17834.0,Jeff Kinney,2009.0,0143304550,2.5423999999999998
1109,Diary of a Wimpy Kid [Paperback] Jeff Kinney,Jeff Kinney,Children's Books,Growing Up & Facts of Life,Paperback,₹227.00,4.6,26853.0,Jeff Kinney,2014.0,0141358092,2.5423999999999998
1111,The Wonderful Things You Will Be,Emily Winfield Martin,Children's Books,Growing Up & Facts of Life,Hardcover,₹324.00,4.4,28636.0,Emily Winfield Martin,2015.0,9780525575924,3.6288
1115,One Of Us Is Lying,Karen McManus,Children's Books,Growing Up & Facts of Life,Paperback,₹242.00,4.4,41325.0,Karen M. McManus,2017.0,0141375639,2.7104
1117,THE KOALA WHO COULD,Rachel Bright,Children's Books,Growing Up & Facts of Life,Paperback,₹289.00,4.7,6586.0,Rachel Bright,2021.0,9783734820281,3.2368
1119,The Rabbit Listened,Cori Doerrfeld,Children's Books,Growing Up & Facts of Life,Hardcover,₹389.00,4.9,4309.0,Cori Doerrfeld,2020.0,9780525554820,4.3568
1122,Diary of a Wimpy Kid: Dog Days (Book 4),Jeff Kinney,Children's Books,Growing Up & Facts of Life,Paperback,₹227.00,4.6,15056.0,Desconocido,,9780241342718,2.5423999999999998
1125,Diary of a Wimpy Kid 8 : Hard Luck,Jeff Kinney,Children's Books,Growing Up & Facts of Life,Paperback,₹234.00,4.6,27404.0,Desconocido,,9780241342756,2.6208
1127,Diary of a Wimpy Kid: The Getaway,Jeff Kinney,Children's Books,Growing Up & Facts of Life,Paperback,₹227.00,4.6,24524.0,Desconocido,2017.0,,2.5423999999999998
1129,"Harry Potter and the Philosopher's Stone, Book 1",J.K. Rowling,Children's Books,Growing Up & Facts of Life,Audible Audiobook,₹999.00,4.7,107802.0,J. K. Rowling,2016.0,9123513683,11.1888
1130,Meesha Makes Friends,Tom Percival,Children's Books,Growing Up & Facts of Life,Paperback,₹205.00,4.8,816.0,Tom Percival,2021.0,9781547605194,2.296
1132,It’s Time to Say Goodnight,Illustrated by Eulalia Rosa,Children's Books,Growing Up & Facts of Life,Board book,₹137.00,0.0,0.0,Harriet Ziefert,2013.0,9781609053741,1.5344
1133,Be Kind,Pat Zietlow Miller,Children's Books,Growing Up & Facts of Life,Paperback,₹326.00,4.7,3842.0,Pat Zietlow Miller,2018.0,9781529041903,3.6512
1141,"Harry Potter and the Half-Blood Prince, Book 6",J.K. Rowling,Children's Books,Growing Up & Facts of Life,Audible Audiobook,"₹1,599.00",4.8,71049.0,J. K. Rowling,2023.0,1338878972,17.9088
1142,Diary of an Awesome Friendly Kid,Jeff Kinney,Children's Books,Growing Up & Facts of Life,Paperback,₹241.00,4.5,16356.0,Jeff Kinney,2019.0,1432866346,2.6992
1149,It's Okay Not to be Okay,Wonder House Books,Children's Books,Growing Up & Facts of Life,Hardcover,₹199.00,4.5,6.0,Jay Hamilton,2021.0,9798539075774,2.2288
1150,The Book Thief,Markus Zusak,Children's Books,Historical Fiction,Paperback,₹275.00,4.6,30372.0,Markus Zusak,2016.0,9787544238212,3.08
1167,Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Audible Audiobook,"₹1,005.00",4.7,16740.0,Wilson Rawls,1961.0,9780307281692,11.256
1170,"War That Saved My Life, The",Kimberly Bradley,Children's Books,Historical Fiction,Paperback,₹259.00,4.7,8829.0,Kimberly Brubaker Bradley,2016.0,1101637803,2.9008
1182,Two Degrees,Alan Gratz,Children's Books,Historical Fiction,Paperback,₹309.00,4.7,533.0,Alan Gratz,2022.0,9781338735673,3.4608
1190,The First Four Years,Laura Ingalls Wilder,Children's Books,Historical Fiction,Paperback,₹662.00,4.6,1669.0,Laura Ingalls Wilder,1953.0,9783800029945,7.4144
1191,"Where the Red Fern Grows Rawls, Wilson",Wilson Rawls,Children's Books,Historical Fiction,Paperback,₹259.00,4.7,16740.0,Doris Roettger,1991.0,9780895980427,2.9008
1203,Spelling Time - Activity Workbook,Wonder House Books,Children's Books,History,Paperback,₹99.00,4.4,199.0,Wonder House Books,2022.0,9789354406430,1.1088
1206,Knowledge Encyclopedia Space,Wonder House Books,Children's Books,History,Hardcover,₹599.00,4.5,139.0,DK Publishing,2015.0,0241196302,6.7088
1213,The Magic of the Lost Story,Sudha Murty,Children's Books,History,Paperback,₹197.59,4.7,650.0,Sudha Murty,2023.0,9780143458180,2.213008
1223,"Sapiens A Graphic History, Volume 2",Yuval Noah Harari,Children's Books,History,Hardcover,₹730.00,4.7,905.0,Desconocido,,9780771000256,8.176
1224,THE INCREDIBLE HISTORY OF THE INDIAN OCEAN,SANJEEV SANYAL,Children's Books,History,Paperback,₹162.00,4.5,386.0,Sanyal Sanjeev,2020.0,9780143446019,1.8144
1228,"Unstoppable Us, Volume 1",Yuval Noah Harari,Children's Books,History,Paperback,₹389.00,4.7,815.0,Ricard Zaplana Ruiz,2024.0,9780241659786,4.3568
1244,Tintin In The Land Of The Soviets,Herge,Children's Books,History,Paperback,₹559.00,4.5,831.0,Hergé,1989.0,0785909788,6.2608
1245,King Ottokar'S Sceptre,Herge,Children's Books,History,Paperback,₹429.00,4.9,699.0,Hergé,1985.0,0416605109,4.8048
1251,Room on the Broom,Julia Donaldson,Children's Books,Holidays & Celebrations,Paperback,₹291.00,4.7,33944.0,Julia Donaldson,2021.0,2070664759,3.2592
1255,I Love You to the Moon and Back,Little Tiger Press,Children's Books,Holidays & Celebrations,Board book,₹226.00,4.9,71361.0,Amelia Hepworth,2015.0,1589255518,2.5312
1263,Frozen Fever Junior Novel (Disney Junior Novel (ebook)),Disney Book Group,Children's Books,Holidays & Celebrations,Kindle Edition,₹313.95,4.3,336.0,Disney Book Group,2015.0,9781484732311,3.51624
1265,Julian at the Wedding,Jessica Love,Children's Books,Holidays & Celebrations,Paperback,₹275.00,4.8,154.0,Jessica Love,2024.0,9781536239706,3.08
1269,Rabbit's Nap,Julia Donaldson,Children's Books,Holidays & Celebrations,Board book,₹344.00,4.8,6303.0,Julia Donaldson,2020.0,9783407792624,3.8528
1272,MOG’S BIRTHDAY,Judith Kerr,Children's Books,Holidays & Celebrations,Paperback,₹241.00,4.7,297.0,Judith Kerr,1986.0,0007171315,2.6992
1278,The Christmas Pig,J.K. Rowling,Children's Books,Holidays & Celebrations,Hardcover,₹569.00,4.7,3985.0,J. K. Rowling,2023.0,1444964933,6.3728
1285,I Wish You More,Amy Krouse Rosenthal,Children's Books,Holidays & Celebrations,Hardcover,₹813.00,4.8,8679.0,Amy Krouse Rosenthal,2016.0,1797208357,9.105599999999999
1288,Mickey Mouse Clubhouse: Minnie's Valentine,Disney Book Group,Children's Books,Holidays & Celebrations,Kindle Edition,₹236.25,4.5,855.0,Sheila Sweeny,2007.0,9781423107460,2.646
1289,Turkey Trouble,Wendi Silvano,Children's Books,Holidays & Celebrations,Kindle Edition,₹114.79,4.8,6692.0,Wendi J. Silvano,2009.0,0761455299,1.2856480000000001
1290,Timmy Failure: It's the End When I Say It's the End,Stephan Pastis,Children's Books,Holidays & Celebrations,Paperback,₹206.00,4.8,428.0,Stephan Pastis,2018.0,1536204757,2.3072
1293,Julian Is a Mermaid,Jessica Love,Children's Books,Holidays & Celebrations,Paperback,₹274.51,4.8,4231.0,Jessica Love,2019.0,9788901235165,3.074512
1295,Why Are Birthdays Special? (StoryBots),Golden Books,Children's Books,Holidays & Celebrations,Hardcover,₹295.00,4.8,78.0,Golden Books,2022.0,0593483316,3.304
1301,All Time Favourites for Children,Ruskin Bond,Children's Books,Humour,Paperback,₹164.00,4.6,2172.0,Ruskin Bond,2021.0,9780143451938,1.8368
1305,"Diary of a Wimpy Kid: Diper Överlöde (Book 17) (Diary of a Wimpy Kid, 17)",Jeff Kinney,Children's Books,Humour,Paperback,₹227.00,4.5,11212.0,Jeff Kinney,2023.0,9781419767746,2.5423999999999998
1306,Diary of a Wimpy Kid: Rodrick Rules (Book 2),Jeff Kinney,Children's Books,Humour,Paperback,₹227.00,4.6,17834.0,Jeff Kinney,2009.0,0143304550,2.5423999999999998
1307,Diary of a Wimpy Kid [Paperback] Jeff Kinney,Jeff Kinney,Children's Books,Humour,Paperback,₹227.00,4.6,26853.0,Jeff Kinney,2014.0,0141358092,2.5423999999999998
1310,Diary of a Wimpy Kid: Dog Days (Book 4),Jeff Kinney,Children's Books,Humour,Paperback,₹227.00,4.6,15056.0,Desconocido,,9780241342718,2.5423999999999998
1312,Diary of a Wimpy Kid 8 : Hard Luck,Jeff Kinney,Children's Books,Humour,Paperback,₹234.00,4.6,27404.0,Desconocido,,9780241342756,2.6208
1314,Diary of a Wimpy Kid: The Getaway,Jeff Kinney,Children's Books,Humour,Paperback,₹227.00,4.6,24524.0,Desconocido,2017.0,,2.5423999999999998
1316,Diary of a Wimpy Kid 10 : Old School,Jeff Kinney,Children's Books,Humour,Paperback,₹234.00,4.6,27541.0,Jeff Kinney,2016.0,1419722603,2.6208
1323,Diary of an Awesome Friendly Kid,Jeff Kinney,Children's Books,Humour,Paperback,₹241.00,4.5,16356.0,Jeff Kinney,2019.0,1432866346,2.6992
1324,Charlie and the Great Glass Elevator,Roald Dahl,Children's Books,Humour,Paperback,₹267.00,4.6,6216.0,Roald Dahl,1972.0,9722108565,2.9904
1327,The Day The Crayons Quit,Drew Daywalt,Children's Books,Humour,Paperback,₹311.00,4.7,22605.0,Drew Daywalt,2014.0,8494154419,3.4832
1330,Rowley Jefferson's Awesome Friendly Spooky Stories,Jeff Kinney,Children's Books,Humour,Paperback,₹227.00,4.6,5087.0,Desconocido,2020.0,,2.5423999999999998
1336,Fantastic Mr Fox,Roald Dahl,Children's Books,Humour,Paperback,₹227.00,4.6,9878.0,Roald Dahl,1970.0,1484490576,2.5423999999999998
1337,The Golden Key (Geronimo Stilton and the Kingdom of Fantasy #15),Geronimo Stilton,Children's Books,Humour,Hardcover,₹399.00,4.4,185.0,Elisabetta Dami,2018.0,1338848003,4.4688
1339,Diary of a Wimpy Kid (Book 16): Big Shot,Jeff Kinney,Children's Books,Humour,Hardcover,₹357.00,4.7,8060.0,Wallma Publishing,2021.0,9798497996265,3.9984
1340,"Book With No Pictures, The",B. J. Novak,Children's Books,Humour,Paperback,₹259.00,4.7,18706.0,B. J. Novak,2001.0,0803741715,2.9008
1342,They Both Die at the End,Adam Silvera,Children's Books,Humour,Paperback,₹259.00,4.4,38822.0,Adam Silvera,2017.0,0606414312,2.9008
1346,Howl’s Moving Castle,Diana Wynne Jones,Children's Books,Humour,Paperback,₹283.00,4.7,17428.0,Diana Wynne Jones,2018.0,8898002076,3.1696
1348,"Quest For Paradise, The",STILTON GERONIMO,Children's Books,Humour,Paperback,₹443.00,4.6,2407.0,Elisabetta Dami,2006.0,9780545393683,4.9616
1349,The Midnight Gang,David Walliams,Children's Books,Humour,Paperback,₹292.00,4.7,12073.0,David Walliams,2019.0,1912261359,3.2704
1361,Spelling Time - Activity Workbook,Wonder House Books,Children's Books,Interactive & Activity Books,Paperback,₹99.00,4.4,199.0,Wonder House Books,2022.0,9789354406430,1.1088
1371,101 Brain Booster,Wonder House Books,Children's Books,Interactive & Activity Books,Paperback,₹159.00,4.4,5985.0,Terry Eckmann,2013.0,1606792733,1.7808
1397,101 Maze Activity Book: Fun Activity Book For Children,Wonder House Books Editorial,Children's Books,Interactive & Activity Books,Paperback,₹149.00,4.3,3154.0,Jennifer L. Trace,2020.0,1946525413,1.6688
1403,Spelling Time - Activity Workbook,Wonder House Books,Children's Books,Language Learning,Paperback,₹99.00,4.4,199.0,Wonder House Books,2022.0,9789354406430,1.1088
1409,Knowledge Encyclopedia Space,Wonder House Books,Children's Books,Language Learning,Hardcover,₹599.00,4.5,139.0,DK Publishing,2015.0,0241196302,6.7088
1421,Alphabets Writing Book - Capital Letters (Practice),Maple Press,Children's Books,Language Learning,Paperback,₹77.00,4.4,2004.0,Mind To Mind To Mind,2016.0,9781785270123,0.8623999999999999
1428,Word Search Activity Book for Kids,Maple Press,Children's Books,Language Learning,Paperback,₹95.00,4.5,164.0,emily novak,2021.0,9798452473428,1.064
1437,My First Sight Words and Sentences Level - 1,Anjie Chatt,Children's Books,Language Learning,Paperback,₹130.00,4.5,1512.0,Carol Smith M.Ed.,2020.0,9798576166145,1.456
1472,All Time Favourites for Children,Ruskin Bond,Children's Books,Literature & Fiction,Paperback,₹164.00,4.6,2172.0,Ruskin Bond,2021.0,9780143451938,1.8368
1474,The Book Thief,Markus Zusak,Children's Books,Literature & Fiction,Paperback,₹275.00,4.6,30372.0,Markus Zusak,2016.0,9787544238212,3.08
1475,"Magic Drum and Other Favourite Stories, The [Paperback] Sudha Murty",Murty Sudha,Children's Books,Literature & Fiction,Paperback,₹167.00,4.7,3943.0,SUDHA MURTY,2015.0,0143333631,1.8704
1483,THE BLUE UMBRELLA,Ruskin Bond,Children's Books,Literature & Fiction,Paperback,₹74.00,4.5,15544.0,Ruskin Bond,1992.0,8129124548,0.8288
1485,Where Is Baby'S Belly Button?,Karen Katz,Children's Books,Literature & Fiction,Board book,₹259.00,4.5,13382.0,Karen Katz,2009.0,1416987339,2.9008
1492,Tenali Raman (Illustrated),Maple Press,Children's Books,Literature & Fiction,Kindle Edition,₹98.00,4.4,2027.0,Wonder House Books,2019.0,938956784X,1.0976
1493,Girl Who Drank The Moon,Kelly Barnhill,Children's Books,Literature & Fiction,Paperback,₹241.00,4.5,25969.0,Kelly Regan Barnhill,2016.0,373735538X,2.6992
1494,"Diary of a Wimpy Kid: Diper Överlöde (Book 17) (Diary of a Wimpy Kid, 17)",Jeff Kinney,Children's Books,Literature & Fiction,Paperback,₹227.00,4.5,11212.0,Jeff Kinney,2023.0,9781419767746,2.5423999999999998
1498,The Wonderful Things You Will Be,Emily Winfield Martin,Children's Books,Literature & Fiction,Hardcover,₹324.00,4.4,28636.0,Emily Winfield Martin,2015.0,9780525575924,3.6288
1502,Economics For Beginners,Andrew Prentice,Children's Books,Money & Jobs,Hardcover,₹399.00,4.7,373.0,Henry Dunning MacLeod,2018.0,0341749648,4.4688
1503,I am a Doctor – Read It Yourself with Ladybird Level 1,Ladybird,Children's Books,Money & Jobs,Hardcover,₹132.01,4.5,62.0,Ladybird Books Staff,2017.0,9780241275177,1.4785119999999998
1512,I Want More Pizza,Steve Burkholder,Children's Books,Money & Jobs,Paperback,₹408.00,4.5,299.0,Steve Burkholder,2015.0,0996519408,4.5696
1514,Money For Beginners,Matthew Oldham,Children's Books,Money & Jobs,Hardcover,₹413.00,4.7,558.0,Wray,2023.0,9781509554607,4.6256
1517,Curious George's 5-Minute Stories,H. A. Rey,Children's Books,Money & Jobs,Hardcover,₹580.00,4.9,669.0,H. A. Rey,2013.0,0544343557,6.4959999999999996
1520,Cambridge International AS & A Level Business Coursebook with Digital Access,Peter Stimpson,Children's Books,Money & Jobs,Paperback,"₹2,275.00",4.4,69.0,Peter Stimpson,2021.0,1108921221,25.48
1521,BUSINESS FOR BEGINNERS,Rose Hall,Children's Books,Money & Jobs,Hardcover,₹913.00,4.7,413.0,Hendrith Vanlon Smith Jr,2023.0,1312556382,10.2256
1523,I Want To Be A Pilot,Laura Driscoll,Children's Books,Money & Jobs,Paperback,₹154.25,4.8,273.0,Laura Driscoll,2019.0,9780062432506,1.7276
1527,"One Cent, Two Cents, Old Cent, New Cent",Dr. Seuss,Children's Books,Money & Jobs,Paperback,₹169.70,4.8,991.0,Bonnie Worth,2011.0,9780007433049,1.9006399999999999
1529,I Want To Be A Doctor,Laura Driscoll,Children's Books,Money & Jobs,Paperback,₹176.00,4.8,3561.0,Laura Driscoll,2018.0,9781536434934,1.9712
1531,Who Was Milton Hershey?,James Buckley Jr.,Children's Books,Money & Jobs,Paperback,₹183.33,4.7,1115.0,James Buckley,2013.0,9780545801126,2.053296
1532,They Meant Business,Rosemary Marandi,Children's Books,Money & Jobs,Paperback,₹348.16,4.3,9.0,Desconocido,,,3.899392
1534,Cambridge IGCSE Economics Workbook,Susan Grant,Children's Books,Money & Jobs,Paperback,₹180.00,4.5,32.0,Brian Titley,2019.0,9780198428503,2.016
1543,The Story of Disney,Valerie Bodden,Children's Books,Money & Jobs,Kindle Edition,₹123.90,4.3,56.0,John Passaro,1999.0,9781583400029,1.38768
1548,Good Night Stories for Rebel Girls 2,Elena Favilli,Children's Books,Money & Jobs,Hardcover,₹494.00,4.8,3063.0,Elena Favilli,2018.0,1734877022,5.5328
1549,Save It!,Cinders McLeod,Children's Books,Money & Jobs,Hardcover,₹464.34,4.8,336.0,Les Parrott III,2015.0,0310346282,5.200608
1555,101 Maze Activity Book: Fun Activity Book For Children,Wonder House Books Editorial,Children's Books,Mysteries & Curiosities,Paperback,₹149.00,4.3,3154.0,Jennifer L. Trace,2020.0,1946525413,1.6688
1556,One Of Us Is Lying,Karen McManus,Children's Books,Mysteries & Curiosities,Paperback,₹242.00,4.4,41325.0,Karen M. McManus,2017.0,0141375639,2.7104
1559,As Good As Dead,Holly Jackson,Children's Books,Mysteries & Curiosities,Paperback,₹310.00,4.5,14775.0,Holly Jackson,2021.0,0008543097,3.472
1562,The Inheritance Games,Jennifer Lynn Barnes,Children's Books,Mysteries & Curiosities,Paperback,₹301.00,4.5,24867.0,Joe Platt,2006.0,9781425908829,3.3712
1568,One Of Us Is Next,Karen M. McManus,Children's Books,Mysteries & Curiosities,Paperback,₹301.00,4.5,18553.0,Karen M. McManus,2020.0,1094259004,3.3712
1575,The Brothers Hawthorne,BARNES JENNIFER LYNN,Children's Books,Mysteries & Curiosities,Paperback,₹389.00,4.4,3592.0,Desconocido,2023.0,9788382654233,4.3568
1580,The Final Gambit,Jennifer Lynn Barnes,Children's Books,Mysteries & Curiosities,Paperback,₹292.00,4.5,13616.0,Joe Dalton,1998.0,0312966601,3.2704
1582,Heroes of Olympus : The Lost Hero,Rick Riordan,Children's Books,Mysteries & Curiosities,Paperback,₹259.00,4.7,25085.0,Rick Riordan,2014.0,9781484727225,2.9008
1585,The Hawthorne Legacy,Jennifer Lynn Barnes,Children's Books,Mysteries & Curiosities,Paperback,₹301.00,4.5,17653.0,Jennifer Lynn Barnes,2021.0,9783570314333,3.3712
1591,Percy Jackson and the Greek Gods,Rick Riordan,Children's Books,Mysteries & Curiosities,Paperback,₹259.00,4.7,10920.0,Rick Riordan,2020.0,9780678453186,2.9008
1592,NANCY DREW THE SECRET OF THE OLD,Carolyn G. Keene,Children's Books,Mysteries & Curiosities,Paperback,₹275.00,4.5,4829.0,Carolyn Keene,1987.0,067163822X,3.08
1595,Tintin In The Land Of The Soviets,Herge,Children's Books,Mysteries & Curiosities,Paperback,₹559.00,4.5,831.0,Hergé,1989.0,0785909788,6.2608
1597,Two Can Keep a Secret,Karen M McManus,Children's Books,Mysteries & Curiosities,Paperback,₹292.00,4.4,9505.0,Karen M. McManus,2019.0,9781524714710,3.2704
1598,King Ottokar'S Sceptre,Herge,Children's Books,Mysteries & Curiosities,Paperback,₹429.00,4.9,699.0,Hergé,1985.0,0416605109,4.8048
1628,The Wonderful Things You Will Be,Emily Winfield Martin,Children's Books,Picture Books,Hardcover,₹324.00,4.4,28636.0,Emily Winfield Martin,2015.0,9780525575924,3.6288
1633,101 Panchtantra Stories,Dreamland Publications,Children's Books,Picture Books,Paperback,₹175.00,4.4,9411.0,Desconocido,,9789387971493,1.96
1635,Dot To Dot : First Fun Activity Books For Kids,Wonder House Books,Children's Books,Picture Books,Paperback,₹99.00,4.5,1269.0,ah rass,2022.0,9798821902603,1.1088
1639,THE KOALA WHO COULD,Rachel Bright,Children's Books,Picture Books,Paperback,₹289.00,4.7,6586.0,Rachel Bright,2021.0,9783734820281,3.2368
1646,Mazes : First Fun Activity Books For Kids,Wonder House Books,Children's Books,Picture Books,Paperback,₹99.00,4.4,1057.0,O. M. I. Kech,2019.0,9781095656990,1.1088
1654,Spelling Time - Activity Workbook,Wonder House Books,Children's Books,Reference,Paperback,₹99.00,4.4,199.0,Wonder House Books,2022.0,9789354406430,1.1088
1670,Knowledge Encyclopedia Space,Wonder House Books,Children's Books,Reference,Hardcover,₹599.00,4.5,139.0,DK Publishing,2015.0,0241196302,6.7088
1707,The Gita,Roopa Pai,Children's Books,Religion,Paperback,₹194.00,4.6,2626.0,Yogananda Paramahansa,2017.0,9781565892323,2.1728
1718,Kundalini: An untold story,Om Swami,Children's Books,Religion,Paperback,₹217.00,4.5,2300.0,Om Swami,2016.0,9780994002792,2.4304
1720,The Vedas and Upanishads for Children,Roopa Pai,Children's Books,Religion,Paperback,₹259.00,4.5,1478.0,Roopa Pai,2019.0,9789351952961,2.9008
1730,Board Book : My first book of Bible Stories (Padded Board Book) (My First Board Books),Om Books Editorial Team,Children's Books,Religion,Paperback,₹231.00,4.6,155.0,Desconocido,,1950951871,2.5872
1733,Heroes of Olympus : The Lost Hero,Rick Riordan,Children's Books,Religion,Paperback,₹259.00,4.7,25085.0,Rick Riordan,2014.0,9781484727225,2.9008
1744,Percy Jackson and the Greek Gods,Rick Riordan,Children's Books,Religion,Paperback,₹259.00,4.7,10920.0,Rick Riordan,2020.0,9780678453186,2.9008
1748,Greatest Stories from the Quran,Saniyasnain Khan,Children's Books,Religion,Hardcover,₹400.00,4.8,490.0,Saniyasnain Khan,2002.0,8178980975,4.4799999999999995
1754,Where Is Baby'S Belly Button?,Karen Katz,Children's Books,"Science, Nature & Technology",Board book,₹259.00,4.5,13382.0,Karen Katz,2009.0,1416987339,2.9008
1758,Knowledge Encyclopedia Space,Wonder House Books,Children's Books,"Science, Nature & Technology",Hardcover,₹599.00,4.5,139.0,DK Publishing,2015.0,0241196302,6.7088
1768,The Magic of the Lost Story,Sudha Murty,Children's Books,"Science, Nature & Technology",Paperback,₹197.59,4.7,650.0,Sudha Murty,2023.0,9780143458180,2.213008
1769,How The Bamboo Got Its Bounty,Sudha Murty,Children's Books,"Science, Nature & Technology",Hardcover,₹137.00,4.6,14.0,Sudha Murty,2024.0,0143458191,1.5344
1776,Handbook of Mathematics,Arihant Experts,Children's Books,"Science, Nature & Technology",Paperback,₹165.90,4.4,2969.0,Richard Stevens Burington,1940.0,0070090157,1.85808
1792,MATHS GAMES FOR CLEVER KIDS,Gareth Moore,Children's Books,"Science, Nature & Technology",Paperback,₹129.00,4.3,3805.0,Gareth Moore,2018.0,9781780555409,1.4448
1793,THE INCREDIBLE HISTORY OF THE INDIAN OCEAN,SANJEEV SANYAL,Children's Books,"Science, Nature & Technology",Paperback,₹162.00,4.5,386.0,Sanyal Sanjeev,2020.0,9780143446019,1.8144
1806,FOOTBALL SKILLS,Ralph Brammer,Children's Books,Sport,Paperback,₹294.00,4.1,24.0,Tom Bass,2012.0,1492576883,3.2928
1811,Big Nate: In Your Face!,Lincoln Peirce,Children's Books,Sport,Kindle Edition,₹252.00,4.6,2985.0,Lincoln Peirce,2021.0,9781524864774,2.8224
1815,Match of the Day Annual 2024,Match of the Day Magazine,Children's Books,Sport,Hardcover,₹344.00,4.6,191.0,Match of the Day Magazine,2023.0,1785948377,3.8528
